code,name_english,description_english,name_french,description_french
33-9099,"Protective Service Workers, All Other",All protective service workers not listed separately.,"Travailleurs des services de protection, tous les autres",Tous les travailleurs des services de protection ne sont pas énumérés séparément.
35-1,Supervisors of Food Preparation and Serving Workers,,Superviseurs de la préparation des aliments et du service aux travailleurs,
35-101,Supervisors of Food Preparation and Serving Workers,,Superviseurs de la préparation des aliments et du service aux travailleurs,
35-1011,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",Chefs et chefs cuisiniers,"Diriger et peut participer à la préparation, à l'assaisonnement et à la cuisson de salades, soupes, poissons, viandes, légumes, desserts ou autres aliments. Peut planifier et tarifer les éléments de menu, commander des fournitures et tenir des registres et des comptes."
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,Superviseurs de première ligne de la préparation des aliments et du service aux travailleurs,Superviser et coordonner directement les activités des travailleurs engagés dans la préparation et le service des aliments.
35-2,Cooks and Food Preparation Workers,,Cuisiniers et travailleurs de la préparation des aliments,
35-201,Cooks,,Cuisiniers,
35-2011,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,"Cuisiniers, Restauration rapide",Préparez et cuisinez des aliments dans un restaurant de restauration rapide avec un menu limité. Les tâches de ces cuisiniers se limitent à la préparation de quelques articles de base et impliquent normalement l'utilisation d'équipements de cuisson à usage unique de grand volume.
35-2012,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.","Cuisiniers, institution et cafétéria","Préparez et cuisinez de grandes quantités de nourriture pour les institutions, telles que les écoles, les hôpitaux ou les cafétérias."
35-2013,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.,"Cuisiniers, Ménage privé",Préparez vos repas dans des maisons privées. Comprend les chefs personnels.
35-2014,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.","Cuisiniers, Restaurant","Préparez, assaisonnez et cuisinez des plats tels que des soupes, des viandes, des légumes ou des desserts dans les restaurants. Peut commander des fournitures, tenir des registres et des comptes, des éléments de prix dans le menu ou planifier le menu."
35-2015,"Cooks, Short Order","Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables. Excludes ""Cooks, Fast Food"" (35-2011).","Cuisiniers, commande courte","Préparez et cuisinez pour commander une variété d'aliments qui ne nécessitent qu'un court temps de préparation. Peut prendre les commandes des clients et servir les clients aux comptoirs ou aux tables. Exclut « Cuisiniers, restauration rapide » (35-2011)."
35-2019,"Cooks, All Other",All cooks not listed separately.,"Cuisiniers, Tous les autres",Tous les cuisiniers ne sont pas répertoriés séparément.
35-202,Food Preparation Workers,,Travailleurs de la préparation des aliments,
35-2021,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",Travailleurs de la préparation des aliments,"Effectuer une variété de tâches de préparation des aliments autres que la cuisson, telles que la préparation d'aliments froids et de crustacés, le tranchage de la viande et la préparation du café ou du thé."
35-3,Food and Beverage Serving Workers,,Aliments et boissons au service des travailleurs,
35-301,Bartenders,,Barmen,
35-3011,Bartenders,"Mix and serve drinks to patrons, directly or through waitstaff.",Barmen,"Mélangez et servez les boissons aux clients, directement ou par l'intermédiaire du personnel de salle."
35-302,Fast Food and Counter Workers,,Travailleurs de la restauration rapide et des comptoirs,
35-3023,Fast Food and Counter Workers,"Perform duties such as taking orders and serving food and beverages. Serve customers at counter or from a steam table. May take payment. May prepare food and beverages. Counter attendants who also wait tables are included in ""Waiters and Waitresses"" (35-3031),",Travailleurs de la restauration rapide et des comptoirs,"Effectuer des tâches telles que prendre des commandes et servir de la nourriture et des boissons. Servir les clients au comptoir ou à partir d'une table à vapeur. Peut prendre le paiement. Peut préparer de la nourriture et des boissons. Les préposés au comptoir qui attendent également les tables d'attente sont inclus dans les « Serveurs et serveuses » (35-3031),"
35-303,Waiters and Waitresses,,Serveurs et serveuses,
35-3031,Waiters and Waitresses,"Take orders and serve food and beverages to patrons at tables in dining establishment. Excludes ""Fast Food and Counter Workers"" (35-3023).",Serveurs et serveuses,Prenez des commandes et servez de la nourriture et des boissons aux clients aux tables de l'établissement de restauration. Exclut les « travailleurs de la restauration rapide et des comptoirs » (35-3023).
35-304,"Food Servers, Nonrestaurant",,"Serveurs alimentaires, non-restaurateur",
35-3041,"Food Servers, Nonrestaurant","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars. Excludes ""Fast Food and Counter Workers"" (35-3023) and ""Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"" (41-9091).","Serveurs alimentaires, non-restaurateur","Servez de la nourriture à des personnes en dehors d'un environnement de restaurant, comme dans les chambres d'hôtel, les chambres d'hôpital, les établissements de soins résidentiels ou les voitures. Exclut les « travailleurs de la restauration rapide et des comptoirs » (35-3023) et les « travailleurs de la vente porte-à-porte, vendeurs de nouvelles et de rue et travailleurs connexes » (41-9091)."
35-9,Other Food Preparation and Serving Related Workers,,Autres travailleurs liés à la préparation des aliments et au service,
35-901,Dining Room and Cafeteria Attendants and Bartender Helpers,,Préposés à la salle à manger et à la cafétéria et aides-barmans,
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",Préposés à la salle à manger et à la cafétéria et aides-barmans,"Faciliter le service alimentaire. Nettoyer les tables; enlever la vaisselle sale; remplacer le linge de table souillé; dresser des tables; reconstituer l'approvisionnement en linge propre, en argenterie, en verrerie et en vaisselle; bar de service d'approvisionnement avec de la nourriture; et servir des articles tels que de l'eau, des condiments et du café aux clients."
35-902,Dishwashers,,Lave-vaisselle,
35-9021,Dishwashers,"Clean dishes, kitchen, food preparation equipment, or utensils.",Lave-vaisselle,"Nettoyez la vaisselle, la cuisine, l'équipement de préparation des aliments ou les ustensiles."
35-903,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,"Hôtes et hôtesses, restaurant, salon et café",
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.","Hôtes et hôtesses, restaurant, salon et café","Accueillez les clients, asseyez-les à des tables ou dans un salon et contribuez à assurer la qualité des installations et du service."
35-909,Miscellaneous Food Preparation and Serving Related Workers,,Divers travailleurs liés à la préparation des aliments et au service,
35-9099,"Food Preparation and Serving Related Workers, All Other",All food preparation and serving related workers not listed separately.,"Préparation des aliments et service aux travailleurs connexes, tous les autres",Tous les travailleurs liés à la préparation et au service des aliments ne sont pas énumérés séparément.
37-1,Supervisors of Building and Grounds Cleaning and Maintenance Workers,,Superviseurs des travailleurs du nettoyage et de l'entretien des bâtiments et des terrains,
37-101,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,,Superviseurs de première ligne des travailleurs du nettoyage et de l'entretien des bâtiments et des terrains,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.",Superviseurs de première ligne des travailleurs de l'entretien ménager et du conciergerie,"Superviser et coordonner directement les activités de travail du personnel de nettoyage dans les hôtels, les hôpitaux, les bureaux et autres établissements."
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs.","Superviseurs de première ligne de l'aménagement paysager, de l'entretien des pelouses et des travailleurs de l'entretien du terrain","Superviser et coordonner directement les activités des travailleurs engagés dans des activités d'aménagement paysager ou d'entretien du terrain. Le travail peut impliquer l'examen des contrats pour déterminer les besoins en matière de service, de machine et de main-d'œuvre; répondre aux demandes de renseignements des clients potentiels concernant les méthodes, le matériel et les fourchettes de prix; et la préparation d'estimations en fonction des coûts de main-d'œuvre, de matériaux et de machines."
37-2,Building Cleaning and Pest Control Workers,,Travailleurs du nettoyage des bâtiments et de la lutte antiparasitaire,
37-201,Building Cleaning Workers,,Travailleurs du nettoyage des bâtiments,
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk.","Concierges et nettoyeurs, à l'exception des femmes de ménage et des nettoyeurs d'entretien ménager","Gardez les bâtiments dans un état propre et ordonné. Effectuez des tâches de nettoyage lourdes, telles que le nettoyage des sols, le shampooing des tapis, le lavage des murs et du verre et l'enlèvement des déchets. Les tâches peuvent inclure l'entretien de la fournaise et de la chaudière, l'exécution d'activités d'entretien de routine, l'avis à la direction de la nécessité de réparations et le nettoyage de la neige ou des débris du trottoir."
37-2012,Maids and Housekeeping Cleaners,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.",Femmes de ménage et femmes de ménage,"Effectuer toute combinaison de tâches de nettoyage légères pour maintenir les ménages privés ou les établissements commerciaux, tels que les hôtels et les hôpitaux, de manière propre et ordonnée. Les tâches peuvent inclure la fabrication de lits, le réapprovisionnement des draps, le nettoyage des chambres et des couloirs et l'aspirateur."
37-2019,"Building Cleaning Workers, All Other",All building cleaning workers not listed separately.,"Travailleurs du nettoyage des bâtiments, tous les autres",Tous les travailleurs du nettoyage de bâtiments ne sont pas répertoriés séparément.
37-202,Pest Control Workers,,Travailleurs de la lutte antiparasitaire,
37-2021,Pest Control Workers,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.,Travailleurs de la lutte antiparasitaire,Appliquez ou libérez des solutions chimiques ou des gaz toxiques et posez des pièges pour tuer ou éliminer les parasites et la vermine qui infestent les bâtiments et les zones environnantes.
37-3,Grounds Maintenance Workers,,Travailleurs de l'entretien des terrains,
37-301,Grounds Maintenance Workers,,Travailleurs de l'entretien des terrains,
37-3011,Landscaping and Groundskeeping Workers,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units. Excludes ""Farmworkers and Laborers, Crop, Nursery, and Greenhouse"" (45-2092).",Travailleurs de l'aménagement paysager et de l'entretien du terrain,"Aménager ou entretenir les terrains de la propriété à l'aide d'outils ou d'équipements manuels ou électriques. Les travailleurs effectuent généralement une variété de tâches, qui peuvent inclure n'importe quelle combinaison des éléments suivants: pose de gazon, tonte, taille, plantation, arrosage, fertilisation, creusement, ratissage, installation de gicleurs et installation d'unités murales en maçonnerie de béton segmentaire sans mortier. Exclut « Ouvriers agricoles et ouvriers, cultures, pépinières et serres » (45-2092)."
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or crops. Usually requires specific training and state or federal certification. Crop dusters are included in ""Commercial Pilots"" (53-2012).","Manipulateurs de pesticides, pulvérisateurs et applicateurs, végétation","Mélanger ou appliquer des pesticides, des herbicides, des fongicides ou des insecticides par pulvérisation, poussière, vapeur, incorporation dans le sol ou application de produits chimiques sur des arbres, des arbustes, des pelouses ou des cultures. Nécessite généralement une formation spécifique et une certification étatique ou fédérale. Les dépoussiéreurs de cultures sont inclus dans les « Pilotes commerciaux » (53-2012)."
37-3013,Tree Trimmers and Pruners,"Using sophisticated climbing and rigging techniques, cut away dead or excess branches from trees or shrubs to maintain right-of-way for roads, sidewalks, or utilities, or to improve appearance, health, and value of tree. Prune or treat trees or shrubs using handsaws, hand pruners, clippers, and power pruners. Works off the ground in the tree canopy and may use truck-mounted lifts. Excludes workers who primarily perform duties of ""Landscaping and Groundskeeping Workers"" (37-3011) and ""Pesticide Handlers, Sprayers, and Applicators, Vegetation"" (37-3012).",Élagueurs et sécateurs d'arbres,"À l'aide de techniques sophistiquées d'escalade et de gréement, coupez les branches mortes ou excédentaires des arbres ou des arbustes pour maintenir l'emprise des routes, des trottoirs ou des services publics, ou pour améliorer l'apparence, la santé et la valeur des arbres. Taillez ou traitez les arbres ou les arbustes à l'aide de scies à main, d'élagueurs à main, de tondeuses et de sécateurs électriques. Travaille hors du sol dans la canopée des arbres et peut utiliser des ascenseurs montés sur camion. Exclut les travailleurs qui exercent principalement des fonctions de « travailleurs de l'aménagement paysager et de l'entretien du terrain » (37-3011) et des « manutentionnaires, pulvérisateurs et applicateurs de pesticides, végétation » (37-3012)."
37-3019,"Grounds Maintenance Workers, All Other",All grounds maintenance workers not listed separately.,"Travailleurs de l'entretien des terrains, tous les autres",Tous les travailleurs de l'entretien des terrains ne sont pas répertoriés séparément.
39-1,Supervisors of Personal Care and Service Workers,,Superviseurs des travailleurs des soins personnels et des services,
39-101,First-Line Supervisors of Entertainment and Recreation Workers,,Superviseurs de première ligne des travailleurs du divertissement et des loisirs,
39-1013,First-Line Supervisors of Gambling Services Workers,"Directly supervise and coordinate activities of workers in assigned gambling areas. May circulate among tables, observe operations, and ensure that stations and games are covered for each shift. May verify and pay off jackpots. May reset slot machines after payoffs and make repairs or adjustments to slot machines or recommend removal of slot machines for repair. May plan and organize activities and services for guests in hotels/casinos.",Superviseurs de première ligne des travailleurs des services de jeu,"Superviser et coordonner directement les activités des travailleurs dans les zones de jeu assignées. Peut circuler entre les tables, observer les opérations et s'assurer que les stations et les jeux sont couverts pour chaque quart de travail. Peut vérifier et rembourser les jackpots. Peut réinitialiser les machines à sous après les gains et effectuer des réparations ou des ajustements aux machines à sous ou recommander le retrait des machines à sous pour réparation. Peut planifier et organiser des activités et des services pour les clients dans les hôtels / casinos."
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Directly supervise and coordinate activities of entertainment and recreation related workers.,"Superviseurs de première ligne des travailleurs du divertissement et des loisirs, à l'exception des services de jeu",Superviser et coordonner directement les activités des travailleurs du divertissement et des loisirs.
39-102,First-Line Supervisors of Personal Service Workers,,Superviseurs de première ligne des travailleurs des services personnels,
39-1022,First-Line Supervisors of Personal Service Workers,Supervise and coordinate activities of personal service workers.,Superviseurs de première ligne des travailleurs des services personnels,Superviser et coordonner les activités des travailleurs des services personnels.
39-2,Animal Care and Service Workers,,Travailleurs des soins et des services aux animaux,
39-201,Animal Trainers,,Dresseurs d'animaux,
39-2011,Animal Trainers,"Train animals for riding, harness, security, performance, or obedience, or for assisting persons with disabilities. Accustom animals to human voice and contact, and condition animals to respond to commands. Train animals according to prescribed standards for show or competition. May train animals to carry pack loads or work as part of pack team.",Dresseurs d'animaux,"Dressez des animaux pour l'équitation, le harnais, la sécurité, la performance ou l'obéissance, ou pour aider les personnes handicapées. Habituer les animaux à la voix et au contact humains, et conditionner les animaux à répondre aux ordres. Dressez les animaux selon les normes prescrites pour le spectacle ou la compétition. Peut entraîner les animaux à porter des charges de meute ou travailler dans le cadre d'une équipe de meute."
39-202,Animal Caretakers,,Gardiens d'animaux,
39-2021,Animal Caretakers,"Feed, water, groom, bathe, exercise, or otherwise provide care to promote and maintain the well-being of pets and other animals that are not raised for consumption, such as dogs, cats, race horses, ornamental fish or birds, zoo animals, and mice. Work in settings such as kennels, animal shelters, zoos, circuses, and aquariums. May keep records of feedings, treatments, and animals received or discharged. May clean, disinfect, and repair cages, pens, or fish tanks. Excludes ""Veterinary Assistants and Laboratory Animal Caretakers"" (31-9096) and ""Farmworkers, Farm, Ranch, and Aquacultural Animals"" (45-2093).",Gardiens d'animaux,"Nourrir, abreuver, toiletter, baigner, faire de l'exercice ou autrement fournir des soins pour promouvoir et maintenir le bien-être des animaux de compagnie et d'autres animaux qui ne sont pas élevés pour la consommation, tels que les chiens, les chats, les chevaux de course, les poissons ou oiseaux d'ornement, les animaux de zoo et les souris. Travaillez dans des environnements tels que des chenils, des refuges pour animaux, des zoos, des cirques et des aquariums. Peut tenir des registres des aliments, des traitements et des animaux reçus ou déchargés. Peut nettoyer, désinfecter et réparer des cages, des enclos ou des aquariums. Exclut les « assistants vétérinaires et les gardiens d'animaux de laboratoire » (31-9096) et les « travailleurs agricoles, animaux de ferme, de ranch et animaux aquacoles » (45-2093)."
39-3,Entertainment Attendants and Related Workers,,Préposés au divertissement et travailleurs connexes,
39-301,Gambling Services Workers,,Travailleurs des services de jeu,
39-3011,Gambling Dealers,"Operate table games. Stand or sit behind table and operate games of chance by dispensing the appropriate number of cards or blocks to players, or operating other gambling equipment. Distribute winnings or collect players' money or chips. May compare the house's hand against players' hands.",Croupiers de jeu,"Exploitez des jeux de table. Tenez-vous debout ou asseyez-vous derrière une table et faites des jeux de hasard en distribuant le nombre approprié de cartes ou de blocs aux joueurs, ou en utilisant d'autres équipements de jeu. Distribuez des gains ou collectez l'argent ou les jetons des joueurs. Peut comparer la main de la maison contre les mains des joueurs."
39-3012,Gambling and Sports Book Writers and Runners,"Post information enabling patrons to wager on various races and sporting events. Assist in the operation of games such as keno and bingo. May operate random number-generating equipment and announce the numbers for patrons. Receive, verify, and record patrons' wagers. Scan and process winning tickets presented by patrons and pay out winnings for those wagers.",Écrivains et coureurs de livres de jeu et de sport,"Publiez des informations permettant aux clients de parier sur diverses courses et événements sportifs. Aider au fonctionnement de jeux tels que le keno et le bingo. Peut utiliser un équipement générateur de nombres aléatoires et annoncer les chiffres pour les clients. Recevez, vérifiez et enregistrez les paris des clients. Scannez et traitez les billets gagnants présentés par les clients et payez les gains pour ces paris."
39-3019,"Gambling Service Workers, All Other",All gambling service workers not listed separately.,"Travailleurs des services de jeu, tous les autres",Tous les travailleurs des services de jeu ne sont pas répertoriés séparément.
39-302,Motion Picture Projectionists,,Projectionnistes de films,
39-3021,Motion Picture Projectionists,Set up and operate motion picture projection and related sound reproduction equipment.,Projectionnistes de films,Configurer et utiliser l'équipement de projection cinématographique et de reproduction sonore connexe.
39-303,"Ushers, Lobby Attendants, and Ticket Takers",,"Huissiers, préposés au lobby et preneurs de billets",
39-3031,"Ushers, Lobby Attendants, and Ticket Takers","Assist patrons at entertainment events by performing duties, such as collecting admission tickets and passes from patrons, assisting in finding seats, searching for lost articles, and helping patrons locate such facilities as restrooms and telephones.","Huissiers, préposés au lobby et preneurs de billets","Aider les clients lors d'événements de divertissement en effectuant des tâches telles que la collecte de billets d'entrée et de laissez-passer auprès des clients, en aidant à trouver des sièges, en recherchant des articles perdus et en aidant les clients à localiser des installations telles que des toilettes et des téléphones."
39-309,Miscellaneous Entertainment Attendants and Related Workers,,Préposés au divertissement divers et travailleurs connexes,
39-3091,Amusement and Recreation Attendants,"Perform a variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides.",Préposés aux divertissements et aux loisirs,"Effectuer une variété de tâches d'assistance à l'installation de divertissement ou de loisirs. Peut planifier l'utilisation des installations récréatives, entretenir et fournir de l'équipement aux participants d'événements sportifs ou d'activités récréatives, ou exploiter des concessions d'amusement et des manèges."
39-3092,Costume Attendants,"Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances.",Préposés aux costumes,"Sélectionnez, ajustez et prenez soin des costumes des membres de la distribution et aidez les artistes. Peut aider à plusieurs changements de costumes pendant les représentations."
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants","Provide personal items to patrons or customers in locker rooms, dressing rooms, or coatrooms.","Préposés au vestiaire, au vestiaire et au vestiaire","Fournissez des objets personnels aux clients ou aux clients dans les vestiaires, les vestiaires ou les vestiaires."
39-3099,"Entertainment Attendants and Related Workers, All Other",All entertainment attendants and related workers not listed separately.,"Préposés au divertissement et travailleurs connexes, tous les autres",Tous les préposés aux divertissements et les travailleurs connexes ne sont pas répertoriés séparément.
39-4,Funeral Service Workers,,Travailleurs des services funéraires,
39-401,Embalmers and Crematory Operators,,Embaumeurs et opérateurs crématoires,
39-4011,Embalmers,Prepare bodies for interment in conformity with legal requirements.,Embaumeurs,Préparer les organismes à l'inhumation conformément aux exigences légales.
39-4012,Crematory Operators,"Operate crematory equipment to reduce human or animal remains to bone fragments in accordance with state and local regulations. Duties may include preparing the body for cremation and performing general maintenance on crematory equipment. May use traditional flame-based cremation, calcination, or alkaline hydrolysis.",Opérateurs crématoires,"Utiliser l'équipement crématoire pour réduire les restes humains ou animaux à des fragments d'os conformément aux réglementations nationales et locales. Les tâches peuvent inclure la préparation du corps pour la crémation et l'entretien général de l'équipement crématoire. Peut utiliser la crémation traditionnelle à base de flamme, la calcination ou l'hydrolyse alcaline."
39-402,Funeral Attendants,,Préposés aux funérailles,
39-4021,Funeral Attendants,"Perform a variety of tasks during funeral, such as placing casket in parlor or chapel prior to service, arranging floral offerings or lights around casket, directing or escorting mourners, closing casket, and issuing and storing funeral equipment.",Préposés aux funérailles,"Effectuer une variété de tâches pendant les funérailles, telles que placer le cercueil dans le salon ou la chapelle avant le service, organiser des offrandes florales ou des lumières autour du cercueil, diriger ou escorter les personnes en deuil, fermer le cercueil et émettre et entreposer du matériel funéraire."
39-403,"Morticians, Undertakers, and Funeral Arrangers",,"Morticiens, pompes funèbres et arrangeurs funéraires",
39-4031,"Morticians, Undertakers, and Funeral Arrangers","Perform various tasks to arrange and direct individual funeral services, such as coordinating transportation of body to mortuary, interviewing family or other authorized person to arrange details, selecting pallbearers, aiding with the selection of officials for religious rites, and providing transportation for mourners. Excludes ""Funeral Home Managers"" (11-9171).","Morticiens, pompes funèbres et arrangeurs funéraires","Effectuer diverses tâches pour organiser et diriger les services funéraires individuels, telles que coordonner le transport du corps à la morgue, interroger la famille ou toute autre personne autorisée pour organiser les détails, sélectionner les porteurs, aider à la sélection des fonctionnaires pour les rites religieux et assurer le transport des personnes en deuil. Exclut les « gestionnaires de salons funéraires » (11-9171)."
39-5,Personal Appearance Workers,,Travailleurs d'apparence personnelle,
39-501,"Barbers, Hairdressers, Hairstylists and Cosmetologists",,"Barbiers, Coiffeurs, Coiffeurs et Cosmétologues",
39-5011,Barbers,"Provide barbering services, such as cutting, trimming, shampooing, and styling hair; trimming beards; or giving shaves.",Barbiers,"Fournir des services de coiffure, tels que la coupe, la coupe, le shampooing et le coiffage des cheveux; tailler les barbes; ou donner des rasages."
39-5012,"Hairdressers, Hairstylists, and Cosmetologists","Provide beauty services, such as cutting, coloring, and styling hair, and massaging and treating scalp. May shampoo hair, apply makeup, dress wigs, remove hair, and provide nail and skincare services. Excludes ""Makeup Artists, Theatrical and Performance"" (39-5091), ""Manicurists and Pedicurists"" (39-5092), and ""Skincare Specialists"" (39-5094).","Coiffeurs, coiffeurs et cosmétologues","Fournir des services de beauté, tels que couper, colorer et coiffer les cheveux, ainsi que masser et traiter le cuir chevelu. Peut shampooing les cheveux, appliquer du maquillage, habiller des perruques, enlever les cheveux et fournir des services de soins des ongles et de la peau. Exclut « Maquilleurs, théâtre et performance » (39-5091), « Manucures et pédicures » (39-5092) et « Spécialistes des soins de la peau » (39-5094)."
39-509,Miscellaneous Personal Appearance Workers,,Divers travailleurs d'apparence personnelle,
39-5091,"Makeup Artists, Theatrical and Performance","Apply makeup to performers to reflect period, setting, and situation of their role.","Maquilleurs, théâtre et performance","Maquillage des artistes pour refléter la période, le cadre et la situation de leur rôle."
39-5092,Manicurists and Pedicurists,Clean and shape customers' fingernails and toenails. May polish or decorate nails.,Manucures et pédicures,Nettoyez et façonnez les ongles des doigts et des orteils des clients. Peut polir ou décorer les ongles.
39-5093,Shampooers,Shampoo and rinse customers' hair.,Shampooings,Shampooing et rincer les cheveux des clients.
39-5094,Skincare Specialists,Provide skincare treatments to face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists.,Spécialistes des soins de la peau,Fournir des traitements de soins de la peau au visage et au corps pour améliorer l'apparence d'un individu. Comprend des électrolystes et des spécialistes de l'épilation au laser.
39-6,"Baggage Porters, Bellhops, and Concierges",,"Porteurs de bagages, Groom et concierges",
39-601,"Baggage Porters, Bellhops, and Concierges",,"Porteurs de bagages, Groom et concierges",
39-6011,Baggage Porters and Bellhops,Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.,Porteurs de bagages et Groom,Manipuler les bagages pour les voyageurs dans les terminaux de transport ou pour les clients dans les hôtels ou les établissements similaires.
39-6012,Concierges,"Assist patrons at hotel, apartment, or office building with personal services. May take messages; arrange or give advice on transportation, business services, or entertainment; or monitor guest requests for housekeeping and maintenance.",Concierges,"Aider les clients à l'hôtel, à l'appartement ou à l'immeuble de bureaux avec des services personnels. Peut prendre des messages; organiser ou donner des conseils sur le transport, les services d'affaires ou les divertissements; ou surveiller les demandes des clients pour l'entretien ménager et l'entretien."
39-7,Tour and Travel Guides,,Guides touristiques et de voyage,
39-701,Tour and Travel Guides,,Guides touristiques et de voyage,
39-7011,Tour Guides and Escorts,"Escort individuals or groups on sightseeing tours or through places of interest, such as industrial establishments, public buildings, and art galleries.",Guides touristiques et escortes,"Accompagnez des individus ou des groupes lors de visites guidées ou de lieux d'intérêt, tels que des établissements industriels, des bâtiments publics et des galeries d'art."
39-7012,Travel Guides,"Plan, organize, and conduct long-distance travel, tours, and expeditions for individuals and groups.",Guides de voyage,"Planifiez, organisez et effectuez des voyages, des visites et des expéditions sur de longues distances pour les individus et les groupes."
39-9,Other Personal Care and Service Workers,,Autres travailleurs des soins personnels et des services,
39-901,Childcare Workers,,Travailleurs des services de garde d'enfants,
39-9011,Childcare Workers,"Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play. Excludes ""Preschool Teachers, Except Special Education"" (25-2011) and ""Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"" (25-9042).",Travailleurs des services de garde d'enfants,"S'occuper des enfants dans les écoles, les entreprises, les ménages privés et les garderies. Effectuez une variété de tâches, telles que l'habillage, l'alimentation, le bain et la supervision du jeu. Exclut « Enseignants préscolaires, sauf l'éducation de l'enfance en difficulté » (25-2011) et « Assistants d'enseignement, école préscolaire, primaire, intermédiaire et secondaire, sauf l'éducation de l'enfance en difficulté » (25-9042)."
39-903,Recreation and Fitness Workers,,Travailleurs des loisirs et du conditionnement physique,
39-9031,Exercise Trainers and Group Fitness Instructors,"Instruct or coach groups or individuals in exercise activities for the primary purpose of personal fitness. Demonstrate techniques and form, observe participants, and explain to them corrective measures necessary to improve their skills. Develop and implement individualized approaches to exercise. Excludes ""Educational Instruction and Library Occupations"" (25-0000), ""Coaches and Scouts"" (27-2022), and ""Athletic Trainers"" (29-9091).",Entraîneurs d'exercices et instructeurs de conditionnement physique de groupe,"Instruire ou entraîner des groupes ou des individus dans des activités d'exercice dans le but principal de la forme physique personnelle. Démontrer les techniques et la forme, observer les participants et leur expliquer les mesures correctives nécessaires pour améliorer leurs compétences. Élaborer et mettre en œuvre des approches individualisées de l'exercice. Exclut les « professions de l'enseignement scolaire et de la bibliothèque » (25-0000), les « entraîneurs et scouts » (27-2022) et les « entraîneurs sportifs » (29-9091)."
