code,name_english,name_french
29-2052,Pharmacist Technician,Pharmacien Technicien
29-2053,Behavioral Health Technician,Technicien en santé comportementale
29-2053,Mental Health Technician,Technicien en santé mentale
29-2055,Certified Surgical Technologist,Technologue chirurgical certifié
29-2055,OR Tech,OU Tech
29-2055,Surgical Scrub Technologist,Technologue en gommage chirurgical
29-2056,Veterinary Laboratory Technician,Technicien de laboratoire vétérinaire
29-2056,Veterinary Surgery Technologist,Technologue en chirurgie vétérinaire
29-2056,Veterinary X-Ray Operator,Opérateur de radiographie vétérinaire
29-2057,Ocular Care Technologist,Technologue en soins oculaires
29-2057,Ophthalmic Technologist,Technologue en ophtalmologie
29-2061,LPN,Lpn
29-2061,LVN,LVN
29-2061,Pediatric Licensed Practical Nurse,Infirmière auxiliaire autorisée en pédiatrie
29-2072,Health Information Coder,Codeur d'information sur la santé
29-2072,Medical Bill Coder,Codeur de factures médicales
29-2081,Contact Lens Fitter,Installateur de lentilles de contact
29-2081,Eyeglass Fitter,Installateur de lunettes
29-2091,Artificial Limb Fitter,Ajusteur de membre artificiel
29-2091,Certified Orthotic Fitter,Ajusteur d'orthèses certifié
29-2091,Pedorthist,Pédorthiste
29-2092,Hearing Aid Fitter,Installateur d'aides auditives
29-2092,Hearing Aid Technician,Technicien en aides auditives
29-2092,Hearing Instrument Specialist,Spécialiste des aides auditives
29-2099,Dialysis Technician,Technicien en dialyse
29-2099,Electroencephalogram (EEG) Technologist,Technologue en électroencéphalogramme (EEG)
29-2099,Electroneurodiagnostic Technologist,Technologue en électronéurodiagnostic
29-2099,Polysomnograph Tech,Technologie polysomnographe
29-9021,Cancer Registrar,Registraire du cancer
29-9021,Health Informatics Specialist,Spécialiste en informatique de santé
29-9021,Health Information Analyst,Analyste de l'information sur la santé
29-9091,Certified Athletic Trainer,Entraîneur sportif certifié
29-9092,Chromosomal Disorders Counselor,Conseiller en troubles chromosomiques
29-9092,Mitochondrial Disorders Counselor,Conseiller en troubles mitochondriaux
29-9092,Prenatal Genetic Counselor,Conseiller en génétique prénatale
29-9093,Surgical First Assistant,Premier assistant chirurgical
29-9099,Podiatric Technician,Technicien en podiatrie
29-9099,Traditional Chinese Herbalist,Herboriste chinois traditionnel
31-1121,Home Health Attendant,Préposé à la santé à domicile
31-1121,Home Hospice Aide,Aide en soins palliatifs à domicile
31-1122,Blind Escort,Escorte aveugle
31-1122,Elderly Companion,Compagnon âgé
31-1122,Geriatric Personal Care Aide,Aide-soignante en gériatrie
31-1131,Certified Nurse Aide,Aide-infirmière certifiée
31-1131,Certified Nursing Assistant,Infirmière auxiliaire certifiée
31-1131,Nursing Care Attendant,Préposée aux soins infirmiers
31-1132,Hospital Orderly,Hospital Orderly
31-1132,Medical Orderly,Aide-soignant
31-1132,Surgical Orderly,Chirurgie ordonnée
31-1133,Mental Health Orderly,Santé mentale ordonnée
31-1133,Psychiatric Nursing Aide,Aide-soignante psychiatrique
31-1133,Psychiatric Technician Assistant,Assistant technicien psychiatrique
31-2011,Certified Occupational Therapy Assistant,Assistante certifiée en ergothérapie
31-2011,Licensed Occupational Therapy Assistant,Assistante en ergothérapie agréée
31-2012,Occupational Rehabilitation Aide,Aide à la réadaptation professionnelle
31-2012,Occupational Therapist Aide,Aide-ergothérapeute
31-2021,Licensed Physical Therapist Assistant,Assistant physiothérapeute agréé
31-2021,Physiotherapy Assistant,Assistante en physiothérapie
31-2022,Clinical Rehabilitation Aide,Aide en réadaptation clinique
31-2022,Physical Therapy Aide,Aide en physiothérapie
31-9011,Deep Tissue Massage Therapist,Massothérapeute des tissus profonds
31-9011,Licensed Massage Therapist,Massothérapeute agréé
31-9011,Swedish Masseuse,Masseuse suédoise
31-9091,Certified Dental Assistant,Assistante dentaire certifiée
31-9091,Orthodontic Assistant,Assistant orthodontique
31-9092,Chiropractic Assistant,Assistant chiropratique
31-9092,Morgue Attendant,Préposé à la morgue
31-9092,Orthopedic Cast Specialist,Spécialiste en plâtre orthopédique
31-9093,Central Sterile Supply Technician,Technicien d'approvisionnement stérile central
31-9093,Sterilization Specialist,Spécialiste en stérilisation
31-9094,Medical Stenographer,Sténographe médical
31-9094,Medical Transcriber,Transcripteur médical
31-9094,Pathology Transcriptionist,Transcripteur en pathologie
31-9095,Pharmacist Assistant,Pharmacien adjoint
31-9095,Pharmacy Clerk,Commis en pharmacie
31-9095,Prescription Clerk,Commis aux ordonnances
31-9096,Veterinarian Helper,Vétérinaire assistant
31-9096,Veterinary Attendant,Préposé vétérinaire
31-9097,Phlebotomy Technician,Technicien en phlébotomie
31-9097,Venipuncturist,Venipuncturiste
31-9099,Ortho/Prosthetic Aide,Ortho/Prothèse Aide
33-1011,Corrections Sergeant,Sergent correctionnel
33-1011,Prison Guard Supervisor,Superviseur de gardien de prison
33-1012,Commanding Officer Homicide Squad,Commandant de l'Escouade des homicides
33-1012,Detective Lieutenant,Lieutenant détective
33-1012,Police Lieutenant,Police Lieutenant
33-1012,Traffic Sergeant,Sergent de la circulation
33-1021,Fire Lieutenant,Lieutenant de pompiers
33-1021,Municipal Fire Fighting and Prevention Supervisor,Superviseur municipal de la lutte et de la prévention des incendies
33-1021,Supervising Fire Marshal,Superviseur du commissaire des incendies
33-1091,Loss Prevention Supervisor,Superviseur de la prévention des pertes
33-1091,Security Guard Supervisor,Superviseur des agents de sécurité
33-1091,TSA Screener Supervisor,Superviseur de l'écran TSA
33-1099,Animal Cruelty Investigation Supervisor,Superviseur des enquêtes sur la cruauté envers les animaux
33-2011,Fire Engine Pump Operator,Opérateur de pompe de pompier
33-2011,Forest Firefighter,Pompier forestier
33-2011,Smoke Jumper,Cavalier de fumée
33-2021,Certified Vehicle Fire Investigator,Enquêteur certifié en incendie de véhicule
33-2021,Fire Hazard Inspector,Inspecteur des risques d'incendie
33-2021,Fire Prevention Inspector,Inspecteur de la prévention des incendies
33-2022,Environmental Protection Fire Control Officer,Agent de contrôle des incendies de la protection de l'environnement
33-2022,Forest Fire Control Officer,Agent de contrôle des incendies de forêt
33-2022,Wildfire Prevention Specialist,Spécialiste de la prévention des feux de forêt
33-3011,Court Bailiff,Huissier de justice
33-3011,Court Security Officer,Agent de sécurité de la Cour
33-3011,Deputy Bailiff,Huissier de justice adjoint
33-3012,Certified Detention Deputy,Adjoint à la détention certifiée
33-3012,Juvenile Corrections Officer,Agent correctionnel pour mineurs
33-3012,Prison Guard,Gardien de prison
33-3021,Deputy United States Marshal,Maréchal adjoint des États-Unis
33-3021,Homicide Detective,Détective d'homicide
33-3021,Narcotics Investigator,Enquêteur sur les stupéfiants
33-3031,Conservation Enforcement Officer,Agent d'application de la loi sur la conservation
33-3031,Wildlife and Game Protector,Protecteur de la faune et du gibier
33-3031,Wildlife Officer,Agent de la faune
33-3041,Meter Maid,Femme de ménage
33-3041,Parking Enforcement Officer,Agent d'application de la loi sur le stationnement
33-3051,Border Patrol Officer,Agent de patrouille frontalière
33-3051,Campus Police Officer,Agent de police du campus
33-3051,Motorcycle Police,Police de moto
33-3051,Park Police,Police du parc
33-3051,State Trooper,Soldat d'État
33-3052,Railroad Detective,Détective des chemins de fer
33-3052,Track Patrol,Patrouille de piste
33-3052,Transit Authority Police,Transit Authority Police
33-9011,Animal Control Officer,Agent de contrôle des animaux
33-9011,Animal Warden,Gardien d'animaux
33-9011,Dog Catcher,Attrape-chiens
33-9011,Humane Officer,Officier humain
33-9021,Private Eye,Détective privé
33-9021,Skip Tracer,Ignorer le traceur
33-9021,Store Detective,Détective de magasin
33-9031,Casino Investigator,Enquêteur de casino
33-9031,Casino Surveillance Officer,Agent de surveillance des casinos
33-9031,Gambling Monitor,Moniteur de jeu
33-9032,Bank Guard,Garde de banque
33-9032,Bodyguard,Garde du corps
33-9032,Bouncer,Videur
33-9091,Construction Site Crossing Guard,Brigadier de chantier
33-9091,School Traffic Guard,Garde de la circulation scolaire
33-9092,Beach Lifeguard,Sauveteur de plage
33-9092,Outdoor Emergency Care Technician,Technicien en soins d'urgence extérieurs
33-9093,Airport Baggage Screener,Contrôle des bagages d'aéroport
33-9093,Airport Security Screener,Contrôle de sécurité de l'aéroport
33-9093,Transportation Security Administration (TSA) Screener,Filtre de la Transportation Security Administration (TSA)
33-9093,Transportation Security Officer,Agent de sûreté des transports
33-9094,Bus Monitor,Moniteur de bus
33-9099,Warrant Server,Serveur de mandat
35-1011,Executive Chef,Chef exécutif
35-1011,Pastry Chef,Pâtissier
35-1011,Sous Chef,Sous-chef
35-1012,Banquet Supervisor,Superviseur de banquet
35-1012,Bar Manager,Gérant de bar
35-1012,Kitchen Supervisor,Superviseur de cuisine
35-2011,Fast Food Fry Cook,Fast Food Fry Cook
35-2012,Camp Cook,Camp Cuisinier
35-2012,Galley Cook,Cuisinier de cuisine
35-2012,Mess Cook,Cuisinier de désordre
35-2012,School Cook,Cuisinier d'école
35-2013,Certified Personal Chef,Chef personnel certifié
35-2013,Private Chef,Chef privé
35-2014,Banquet Cook,Cuisinier de banquet
35-2014,Line Cook,Cuisinier à la chaîne
35-2014,Saucier,Saucier
35-2015,Griddle Cook,Cuisson à la plaque chauffante
35-2019,Falafel Cart Cook,Falafel Cart Cuisinier
35-2019,Fraternity House Cook,Maison de fraternité Cook
35-2021,Fruit and Vegetable Parer,Parer de fruits et légumes
35-2021,Salad Maker,Saladier
35-2021,Sandwich Maker,Fabricant de sandwichs
35-3011,Barkeep,Barman
35-3011,Mixologist,Mixologue
35-3011,Taproom Attendant,Préposé à la salle de robinetterie
35-3023,Barista,Barista
35-3023,Cafeteria Server,Serveur de cafétéria
35-3023,Ice Cream Server,Serveur de crème glacée
35-3023,Mess Attendant,Préposé au mess
35-3023,Snack Bar Attendant,Préposé au snack-bar
35-3031,Cocktail Server,Serveur de cocktails
35-3031,Dining Car Server,Serveur de voiture-restaurant
35-3031,Wine Steward,Sommelier
35-3041,Boat Hop,Bateau Hop
35-3041,Hospital Food Service Worker,Travailleur des services alimentaires de l'hôpital
35-3041,Room Service Food Server,Service en chambre Serveur de restauration
35-9011,Bar Back,Barre Arrière
35-9011,Busser,Busser
35-9011,Lunchroom Attendant,Préposé à la salle à manger
35-9021,Dish Room Worker,Ouvrier de la salle de vaisselle
35-9021,Silverware Cleaner,Nettoyeur d'argenterie
35-9031,Dining Room Host,Hôte de salle à manger
35-9031,Maitre D',Maître D'
35-9099,Kitchen Steward,Intendant de cuisine
37-1011,Building Cleaning Supervisor,Superviseur du nettoyage des bâtiments
37-1011,Cleaning Staff Supervisor,Superviseur du personnel de nettoyage
37-1011,Custodial Supervisor,Superviseur de garde
37-1012,Grounds Maintenance Supervisor,Superviseur de l'entretien des terrains
37-1012,Head Greenskeeper,Gardien en chef des Verts
37-1012,Horticultural Services Supervisor,Superviseur des services horticoles
37-2011,Industrial Plant Custodian,Gardien d'installations industrielles
37-2011,School Custodian,Gardien de l'école
37-2011,Window Washer,Lave-vitres
37-2012,Chambermaid,Femme de chambre
37-2012,House Cleaner,Nettoyeur de maison
37-2012,Housekeeping Staff,Personnel d'entretien ménager
37-2019,Building Pressure Washer,Nettoyeur haute pression de bâtiment
37-2019,Chimney Sweeper,Ramoneur
37-2021,Exterminator,Exterminateur
37-2021,Fumigator,Fumigateur
37-2021,Rodent Exterminator,Exterminateur de rongeurs
37-3011,Greenskeeper,Gardien de légumes
37-3011,Hedge Trimmer,Haie
37-3011,Lawn Caretaker,Gardien de pelouse
37-3011,Shrub Planter,Planteur d'arbustes
37-3012,Fruit Sprayer,Pulvérisateur de fruits
37-3012,Weed Sprayer,Pulvérisateur de mauvaises herbes
37-3013,Tree Specialist,Spécialiste de l'arbre
37-3013,Tree Surgeon,Chirurgien de l'arbre
37-3013,Utility Arborist,Arboriculteur utilitaire
37-3019,Trailhead Maintenance Worker,Préposé à l'entretien des sentiers
37-3019,Tree Trimmer Helper,Aide à l'élagueur d'arbres
39-1013,Cardroom Supervisor,Superviseur de salle de cartes
39-1013,Casino Slot Supervisor,Superviseur des machines à sous de casino
39-1013,Electronic Gambling Device Supervisor,Superviseur d'appareils de jeu électronique
39-1013,Pit Boss,Patron de fosse
39-1013,Slot Key Person,Personne clé de la fente
39-1013,Table Games Supervisor,Superviseur des jeux de table
39-1014,Arcade Supervisor,Superviseur d'arcade
39-1014,Caddy Master,Caddy Maître
39-1014,Recreation Attendant Supervisor,Superviseur des préposés aux loisirs
39-1022,Animal Trainer Supervisor,Superviseur dresseur d'animaux
39-1022,Child Care Worker Supervisor,Superviseur des travailleurs en garde d'enfants
39-1022,Hair Salon Supervisor,Superviseur de salon de coiffure
39-2011,Guide Dog Trainer,Dresseur de chiens-guides
39-2011,Horse Breaker,Briseur de chevaux
39-2011,Marine Mammal Trainer,Entraîneur de mammifères marins
39-2021,Animal Shelter Worker,Travailleur de refuge pour animaux
39-2021,Dog Groomer,Toiletteur pour chiens
39-2021,Kennel Worker,Travailleur de chenil
39-2021,Zookeeper,Gardien de zoo
39-3011,Blackjack Dealer,Croupier de Blackjack
39-3011,Craps Dealer,Revendeur de craps
39-3011,Poker Dealer,Croupier de poker
39-3011,Roulette Dealer,Croupier de roulette
39-3012,Betting Clerk,Commis aux paris
39-3012,Bingo Worker,Travailleur de bingo
39-3012,Keno Runner,Coureur de Keno
39-3012,Race Book Writer,Rédacteur de livre de course
39-3019,Pit Clerk,Commis aux fosses
39-3019,Proposition Player,Joueur de proposition
39-3019,Shill,Artificielles
39-3021,Film Projector Operator,Opérateur de projecteur de film
39-3021,Movie Projectionist,Projectionniste de films
39-3031,Theater Usher,Théâtre Usher
39-3031,Ticket Collector,Contrôleur
39-3091,Arcade Attendant,Préposé à l'arcade
39-3091,Golf Caddy,Golf Caddy
39-3091,Ski Lift Operator,Opérateur de remontées mécaniques
39-3092,Theatrical Wardrobe Dresser,Commode de garde-robe théâtrale
39-3092,Wardrobe Attendant,Préposé à la garde-
39-3093,Bathhouse Attendant,Préposé aux bains publics
39-3093,Coat Checker,Vestiaire
39-3093,Washroom Attendant,Préposé aux toilettes
39-4011,Licensed Embalmer,Embaumeur sous licence
39-4011,Restorative Art Embalmer,Embaumeur d'art réparateur
39-4012,Cremator,Crémateur
39-4012,Crematory Operator,Opérateur crématoire
39-4021,Funeral Home Assistant,Assistante de salon funéraire
39-4021,Mortician Helper,Morticien Assistant
39-4021,Pallbearer,Pallbearer
39-4031,Certified Mortician,Morticien certifié
39-4031,Funeral Arranger,Arrangeur funéraire
39-5011,Barber Apprentice,Apprenti barbier
39-5011,Master Barber,Maître Barbier
39-5012,Beautician,Esthéticien
39-5012,Wig Stylist,Styliste de perruques
39-5091,Special Effects Makeup Artist,Maquilleuse d'effets spéciaux
39-5092,Fingernail Sculptor,Sculpteur d'ongles
39-5092,Nail Technician,Prothésiste ongulaire
39-5093,Scalp Treatment Specialist,Spécialiste du traitement du cuir chevelu
39-5093,Shampoo Assistant,Assistant shampooing
39-5094,Electrolysis Operator,Opérateur d'électrolyse
39-5094,Facialist,Facialiste
39-5094,Medical Esthetician,Esthéticienne médicale
39-6011,Bellstaff,Bellstaff (en anglais seulement)
39-6011,Hotel Baggage Handler,Bagagiste de l'hôtel
39-6011,Skycap,Skycap
39-6012,Activities Concierge,Activités Concierge
39-6012,Hotel Concierge,Concierge de l'hôtel
39-6012,Hotel Guest Service Agent,Agent du service à la clientèle de l'hôtel
39-7011,Historical Site Guide,Guide du site historique
39-7011,Museum Guide,Guide du musée
39-7011,Sightseeing Guide,Guide touristique
39-7012,Cruise Director,Directeur de croisière
39-7012,River Expedition Guide,Guide d'expédition fluviale
39-9011,Au Pair,Pair
39-9011,Daycare Provider,Fournisseur de services de garde
39-9011,Nanny,Nounou
39-9031,Aerobics Instructor,Instructeur d'aérobic
39-9031,Personal Trainer,Entraîneur personnel
39-9031,Yoga Instructor,Instructeur de yoga
39-9032,Camp Counselor,Moniteur de camp
39-9032,Recreational Activities Aide,Aide aux activités récréatives
39-9041,Dormitory Counselor,Conseiller en dortoir
39-9041,House Parent,Parent de la maison
39-9041,Residence Life Coordinator,Coordonnatrice de la vie en résidence
39-9099,Butler,Majordome
39-9099,House Sitter,Gardienne de maison
39-9099,Shoe Shiner,Cireur de chaussures
39-9099,Valet,Valet
41-1011,Cashier Supervisor,Superviseur de caisse
41-1011,Delicatessen Department Manager,Chef de département charcuterie
41-1012,Insurance Sales Supervisor,Superviseur des ventes d'assurance
41-1012,Real Estate Sales Supervisor,Superviseur des ventes immobilières
41-1012,Telemarketer Supervisor,Superviseur télévendeur
41-2011,Cash Register Operator,Opérateur de caisse enregistreuse
41-2011,Grocery Checker,Vérificateur d'épicerie
41-2011,Toll Collector,Percepteur de péage
41-2012,Mutuel Teller,Mutuel Teller
41-2012,Slot Attendant,Préposé à l'emplacement
41-2021,Automotive Service Writer,Rédacteur de service automobile
41-2021,Car Rental Agent,Agent de location de voiture
41-2021,Dry Cleaning Counter Clerk,Commis au comptoir de nettoyage à sec
41-2022,Auto Parts Salesperson,Vendeur de pièces automobiles
41-2022,Electronic Parts Salesperson,Vendeur de pièces électroniques
41-2031,Used Car Salesperson,Vendeur de voitures d'occasion
41-2031,Women's Apparel Salesperson,Vendeur de vêtements pour femmes
41-3011,Advertising Account Executive,Chargé de compte publicitaire
41-3011,Display Advertising Sales Representative,Représentant des ventes de publicité display
41-3011,Yellow Pages Space Salesperson,Vendeur de l'espace Pages Jaunes
41-3021,Life Insurance Salesperson,Vendeur d'assurance-vie
41-3021,Pension Agent,Pension Agent
41-3031,Foreign Exchange Trader,Négociant en devises
41-3031,Investment Banker,Banquier
41-3031,Securities Trader,Négociant en valeurs mobilières
41-3031,Stock Broker,Courtier
41-3041,Corporate Travel Expert,Expert en voyages d'affaires
41-3041,Travel Service Consultant,Consultant en services de voyage
41-3091,Business Services Sales Representative,Représentant des ventes des services aux entreprises
41-3091,Membership Solicitor,Avocat des membres
41-3091,Pest Control Service Sales Agent,Agent de vente du service de lutte antiparasitaire
41-4011,Pharmaceutical Sales Representative,Représentant des ventes pharmaceutiques
41-4011,Surgical Instruments Sales Representative,Représentant des ventes d'instruments chirurgicaux
41-4011,Wholesale Ultrasonic Equipment Salesperson,Vendeur d'équipement à ultrasons en gros
41-4012,Hotel Supplies Salesperson,Vendeur de fournitures d'hôtel
41-4012,Pulpwood Dealer,Concessionnaire de bois à pâte
41-4012,Wholesale Diamond Broker,Courtier en diamants en gros
41-9011,Home Demonstrator,Home Démonstrateur
41-9011,In-Store Demonstrator,Démonstrateur en magasin
41-9012,Fashion Model,Modèle de mode
41-9012,Hand Model,Modèle à la main
41-9012,Photographer's Model,Modèle de photographe
41-9021,Licensed Real Estate Broker,Courtier immobilier agréé
41-9022,Apartment Rental Agent,Agent de location d'appartement
41-9022,Right of Way Agent,Agent de droit de passage
41-9031,Aerospace Products Sales Engineer,Ingénieur commercial de produits aérospatiaux
41-9031,Missile Navigation Systems Sales Engineer,Ingénieur commercial en systèmes de navigation de missiles
41-9031,Nuclear Equipment Sales Engineer,Ingénieur commercial d'équipement nucléaire
41-9041,Telemarketing Sales Representative,Représentant des ventes de télémarketing
41-9041,Telephone Solicitor,Avocat par téléphone
41-9091,Newspaper Carrier,Transporteur de journaux
41-9091,Peddler,Colporteur
41-9091,Souvenir Street Vendor,Vendeur de rue souvenirs
41-9099,Auctioneer,Commissaire-priseur
41-9099,Blood Donor Recruiter,Recruteur de donneurs de sang
41-9099,Pawn Shop Clerk,Commis de prêteur sur gages
41-9099,Personal Shopper,Personal Shopper
41-9099,Store Gift Wrap Associate,Associé de l'emballage cadeau de la boutique
43-1011,Clerical Supervisor,Superviseur de bureau
43-1011,Payroll Supervisor,Superviseur de la paie
43-1011,Teller Supervisor,Superviseur de guichet
43-2011,Private Branch Exchange Operator,Opérateur d'échange de succursales privées
43-2011,Telephone Answering Service Operator,Opérateur de service de répondeur téléphonique
43-2011,Telephone Switchboard Operator,Standardiste téléphonique
43-2021,Directory Assistance Operator,Opérateur d'assistance annuaire
43-2021,Information Operator,Opérateur d'information
43-2021,Long Distance Operator,Opérateur longue distance
43-2099,Radio Operator,Opérateur radio
43-3011,Collection Agent,Agent de recouvrement
43-3011,Debt Collector,Recouvrement
43-3011,Repossessor,Reprise de possession
43-3021,Invoice Control Clerk,Commis au contrôle des factures
43-3021,Statement Processor,Processeur d'instructions
43-3031,Accounts Receivable Clerk,Commis aux comptes débiteurs
43-3031,Bookkeeper,Comptable
43-3031,Mortgage Accounting Clerk,Commis comptable hypothécaire
43-3041,Cage Cashier,Caissier de cage
43-3041,Casino Cashier,Caisse du Casino
43-3051,Time and Attendance Clerk,Commis au temps et à l'assistance
43-3051,Timekeeper,Chronométreur
43-3061,Procurement Assistant,Assistante achats
43-3061,Purchasing Clerk,Commis aux achats
43-3071,Foreign Exchange Clerk,Commis aux changes
43-3071,Money Order Clerk,Commis aux mandats
43-3071,Securities Teller,Caissier de valeurs mobilières
43-3099,Bank Vault Attendant,Préposé au coffre-fort bancaire
43-3099,Financial Reserve Clerk,Commis de la réserve financière
43-3099,Safety Deposit Clerk,Commis au dépôt de sécurité
43-4011,Commodities Clerk,Commis aux produits de base
43-4011,Dividend Clerk,Commis aux dividendes
43-4021,Fan Mail Editor,Éditeur de courrier de fans
43-4021,Medicare Correspondence Representative,Représentant par correspondance de Medicare
43-4031,Circuit Court Clerk,Greffier de la Cour de circuit
43-4031,Motor Vehicle License Clerk,Commis au permis de conduire de véhicule automobile
43-4031,Warrant Clerk,Commis au mandat
43-4041,Charge Authorizer,Chargeur
43-4041,Commercial Credit Reviewer,Examinateur de crédit commercial
43-4041,Credit Rating Checker,Vérificateur de cote de crédit
43-4051,Customer Complaint Clerk,Commis aux plaintes des clients
43-4051,Passenger Relations Representative,Représentant des relations avec les passagers
43-4051,Warranty Clerk,Commis à la garantie
43-4061,Medicare Interviewer,Intervieweur de l'assurance-maladie
43-4061,Public Housing Interviewer,Intervieweur en logement social
43-4061,Unemployment Benefits Claims Taker,Demandeur d'allocations de chômage
43-4071,Document Clerk,Commis aux documents
43-4071,Records Clerk,Commis aux dossiers
43-4081,Hotel Front Desk Clerk,Réceptionniste de l'hôtel
43-4081,Hotel Registration Clerk,Commis à l'enregistrement de l'hôtel
43-4111,Census Taker,Recenseur
43-4111,Market Research Interviewer,Intervieweur d'études de marché
43-4111,Outpatient Interviewing Clerk,Commis à l'entrevue externe
43-4121,Braille and Talking Books Clerk,Commis au braille et aux livres parlants
43-4121,Circulation Clerk,Commis à la circulation
43-4121,Microfilm Clerk,Commis aux microfilms
43-4131,Loan Processor,Processeur de prêt
43-4131,Mortgage Loan Closer,Prêt hypothécaire Closer
43-4141,Banking Services Clerk,Commis aux services bancaires
43-4141,New Accounts Banking Representative,Représentant bancaire des nouveaux comptes
43-4151,Catalogue Clerk,Commis au catalogue
43-4151,Classified Ad Clerk,Commis aux petites annonces
43-4151,Subscription Clerk,Commis aux abonnements
43-4161,HR Clerk,Commis aux RH
43-4161,Personnel Clerk,Commis du personnel
43-4171,Appointment Clerk,Commis aux nominations
43-4171,Front Desk Receptionist,Réceptionniste
43-4171,Land Leasing Information Clerk,Commis à l'information sur la location de terrains
43-4181,Airline Ticket Agent,Agent de billets d'avion
43-4181,Gate Agent,Agent de porte
43-4181,Hotel Reservationist,Hôtel Reservationist
43-4181,Train Reservation Clerk,Commis à la réservation de train
43-4199,Election Clerk,Greffier électoral
43-4199,Probate Clerk,Commis aux successions
43-4199,Student Admissions Clerk,Commis aux admissions des étudiants
43-5011,Cargo Router,Routeur de chargement
43-5011,Freight Shipping Agent,Agent maritime de fret
43-5021,Bicycle Messenger,Messager à vélo
43-5021,Laboratory Courier,Coursier de laboratoire
43-5021,Office Runner,Office Runner
43-5031,911 Operator,Opérateur 911
43-5031,Emergency Operator,Opérateur d'urgence
43-5031,Public Safety Dispatcher,Répartiteur de la sécurité publique
43-5031,Public Safety Telecommunicator,Télécommunicateur de sécurité publique
43-5032,Taxicab Dispatcher,Répartiteur de taxis
43-5032,Tow Truck Dispatcher,Répartiteur de dépanneuse
43-5032,Train Dispatcher,Répartiteur de train
43-5041,Electric Meter Reader,Lecteur de compteur électrique
43-5041,Gas Meter Reader,Lecteur de compteur de gaz
43-5041,Water Meter Reader,Lecteur de compteur d'eau
43-5051,Bulk Mail Clerk,Commis au courrier en vrac
43-5051,Parcel Post Clerk,Commis à la poste de colis
43-5051,Postal Service Window Clerk,Commis de guichet du service postal
43-5052,Letter Carrier,Facteur
43-5052,Mail Deliverer,Livreur de courrier
43-5052,Rural Route Carrier,Transporteur de route rurale
43-5053,Flat Sorting Machine Clerk,Commis à la machine de tri à plat
43-5053,Mail Forwarding System Markup Clerk,Commis au balisage du système de transfert de courrier
43-5061,Expeditor,Expeditor
43-5061,Material Control Clerk,Commis au contrôle des matériaux
43-5061,Production Scheduler,Planificateur de production
43-5071,Incoming Freight Clerk,Commis au fret entrant
43-5071,Route Delivery Clerk,Commis à la livraison d'itinéraires
43-5071,Store Receiving Clerk,Commis réceptionnaire de magasin
43-5071,Warehouse Clerk,Commis d'entrepôt
43-5111,Cheese Weigher,Peseuse à fromage
43-5111,Scale Attendant,Préposé à l'échelle
43-5111,Weighing Station Operator,Opérateur de station de pesage
43-6011,Executive Assistant,Adjointe exécutive
43-6012,Law Secretary,Secrétaire juridique
43-6012,Legal Administrative Assistant,Adjointe administrative juridique
43-6013,Dental Secretary,Secrétaire dentaire
43-6013,Psychiatric Secretary,Secrétaire psychiatrique
43-6014,Office Secretary,Secrétaire de bureau
43-6014,Personal Secretary,Secrétaire personnel
43-9021,Data Input Clerk,Commis à la saisie de données
43-9021,Data Typist,Dactylographe de données
43-9022,Clerk Typist,Commis dactylographe
43-9022,Transcription Typist,Dactylographe de transcription
43-9031,Desktop Publishing Specialist,Spécialiste de la publication assistée par ordinateur
43-9031,Electronic Publisher,Éditeur électronique
43-9041,Insurance Policy Issue Clerk,Commis à l'émission de police d'assurance
43-9041,Underwriting Clerk,Commis à la souscription
43-9051,Direct Mail Clerk,Commis au publipostage
43-9051,Mailroom Clerk,Commis de salle du courrier
43-9051,Packaging Clerk,Commis à l'emballage
43-9061,Administrative Clerk,Commis administratif
43-9061,Office Assistant,Compagnon de bureau
43-9061,Real Estate Clerk,Commis immobilier
43-9071,Coin Wrapping Machine Operator,Opérateur de machine d'emballage de pièces
43-9071,Copy Machine Operator,Opérateur de machine à copier
43-9071,Scanning Equipment Operators,Opérateurs d'équipement de numérisation
43-9081,Braille Proofreader,Relecteur braille
43-9081,Copy Reader,Lecteur de copie
43-9081,Editorial Assistant,Assistante de rédaction
43-9111,Actuarial Assistant,Assistante actuarielle
43-9111,Statistical Clerk,Commis aux statistiques
43-9199,Envelope Stuffer,Remplisseur d'enveloppes
43-9199,Fingerprint Clerk,Commis aux empreintes digitales
43-9199,Notary Public,Notaire
45-1011,Corral Boss,Corral Boss
45-1011,Cranberry Bog Supervisor,Superviseur de la tourbière de canneberges
45-1011,Fish Hatchery Supervisor,Superviseur d'écloserie de poissons
45-2011,Cattle Examiner,Examinateur de bovins
45-2011,Grain Sampler,Échantillonneur de grains
45-2011,Milk Tester,Testeur de lait
45-2021,Dairy Husbandry Worker,Travailleur de l'élevage laitier
45-2021,Horse Breeder,Éleveur de chevaux
45-2041,Cotton Grader,Niveleuse de coton
45-2041,Egg Grader,Classificateur d'œufs
45-2041,Fruit Sorter,Trieur de fruits
45-2041,Meat Grader,Niveleuse à viande
45-2091,Combine Operator,Opérateur de moissonneuse-batt
45-2091,Feed Mixer Operator,Opérateur de mélangeur d'alimentation
45-2091,Hay Baler,Presse à foin
45-2091,Tractor Operator,Conducteur de tracteur
45-2092,Greenhouse Transplanter,Transplanteur de serre
45-2092,Pecan Gatherer,Cueilleur de noix de pécan
45-2092,Pepper Picker,Cueilleur de poivre
